Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1475,2022,55-19,Yes,Residential,85000,120.0,224 ALBANY ST,1958.0,699-18,1,College/University,College/University (85812.0),85812.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,-0.3825601650687202,2254786.0,-0.2699212178321012,53600.0,,,,,,,1359876.0,3554538.1,,7222800.1,7371655.9,84.2,85.9,11883423.4,12105784.8,138.5,141.1,-0.25317729813822915,5.5,-0.09242751216277628,26.24,42.3586449051746,-71.0999717087909,POINT (-71.0999717087909 42.3586449051746)
B1192,2022,157-69,Yes,Non-Residential,1462119,18.0,16 Everett Street,1950.0,253-2,1,Residence Hall/Dormitory,Residence Hall/Dormitory (19031.0),19031.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,81.0,-0.5857381911263959,233949.6,-0.2628849519891761,219962.0,,,,,,,,847220.0,,1301131.7,1378313.4,68.4,72.4,1905259.6,1997196.4,100.1,104.9,-0.45731052830012897,4.4,-0.31983862965289195,19.56,42.3797571740531,-71.1183680803687,POINT (-71.1183680803687 42.3797571740531)
B1364,2022,17-84,Yes,Non-Residential,114712,2.0,222 Third St.,1918.0,559-3,1,Office,"Office (118330.0),Parking (18000.0)",118330.0,,AMERICAN TWINE OWNER LLC,C/O NEW ENGLAND DEVELOPMENT,73.0,-0.2081441938960975,3989551.0,-0.17134962994902161,2384149.8,,,,,,,,,,6373700.8,6657425.7,53.9,56.3,13674100.0,13972011.2,115.6,118.1,-0.28238454102297994,3.5,-0.31850760789467586,3.24,42.3670612302164,-71.0803961560268,POINT (-71.0803961560268 42.3670612302164)
B1239,2022,159-1,Yes,Non-Residential,1223988,1027.0,18 Harvard Yard,1900.0,318-4,1,Office,Office (12898.0),12898.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,55.0,-0.58721027790226,219308.1,,,,,,,,,,824200.0,,1043508.1,1118115.5,80.9,86.7,1605609.3,1695365.0,124.5,131.4,-0.46482398570888733,5.4,-0.3584261604433558,4.13,42.3756437443728,-71.1179191525958,POINT (-71.1179191525958 42.3756437443728)
B1763,2022,69-173,Yes,Non-Residential,134190,1.0,64 Sidney Street,1980.0,687-3,1,Laboratory,"Office (50400.0),Laboratory (75600.0)",126000.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,1.7169026400359995,23136330.0,0.28163218878406227,13094100.3,,,,,,,,,,36230430.2,36697236.6,287.5,291.2,78530529.2,78557388.8,623.3,623.5,0.7333079126286085,18.5,-0.11171522745910727,16.61,42.3609217432427,-71.1013095321716,POINT (-71.1013095321716 42.3609217432427)
B1497,2022,52A-21,Yes,Non-Residential,3691096,0.0,25  AMES ST,1976.0,668-66,1,College/University,College/University (133798.0),133798.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,0.2197268222224567,8245214.6,-0.27188372525643234,7200.0,,,,,,,13772184.4,19654434.3,,41679033.3,41739732.4,311.5,312.0,59271940.8,59679627.1,443.0,446.0,0.8818309756313181,19.5,-0.1573934741615222,12.82,42.360920221776,-71.0890177025089,POINT (-71.0890177025089 42.360920221776)
B1799,2022,92-124,Yes,Residential,76782,60.0,150 Franklin St,2000.0,665-1,1,Multifamily Housing,Multifamily Housing (6652.0),6652.0,5.0,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,-0.5946261140034068,145549.1,-0.25993357767732644,289744.6,,,,,,,,,,435293.7,458436.9,65.4,68.9,711769.3,736069.7,107.0,110.7,-0.4884225913730157,3.9,-0.3223433705978985,52.84,42.3626612335556,-71.1023583410214,POINT (-71.1023583410214 42.3626612335556)
B1696,2022,242B-56,Yes,Non-Residential,187700,0.0,40 Gerry's Landing Rd.,1948.0,336-28,1,K-12 School,K-12 School (3825.0),3825.0,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,96.0,-0.602720601593343,65040.1,-0.2721243861884247,1512.6,,,,,,,,,,66552.7,68306.8,17.4,17.9,183700.5,188612.1,48.0,49.3,-0.49948113079858264,1.3,-0.3614633100916489,7.38,42.3733280154851,-71.1358323069132,POINT (-71.1358323069132 42.3733280154851)
B1748,2022,176-13,Yes,Residential,43638,66.0,"2, 4, 6 Arlington Street",1904.0,"137-1, 137-2",2,Multifamily Housing,Multifamily Housing (45876.0),45876.0,55.05,Condo Building - Multiple Owners,,55.0,-0.5488594534578951,600750.4,-0.14561963498097,2992490.1,,,,,,,,,,3593240.5,3817132.3,78.3,83.2,4824215.8,5059302.2,105.2,110.3,-0.39540387218571144,4.4,-0.13174105482135803,42.0,42.3862727573669,-71.1198674127624,POINT (-71.1198674127624 42.3862727573669)
B1221,2022,130-144,Yes,Residential,388935,495.0,900 Memorial Drive,1964.0,"560-1,560-19, 560-20, 560-21, 560-22, 560-23, 560-25, 560-3, 560-31",9,Multifamily Housing,Multifamily Housing (450849.0),450849.0,492.0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,83.0,0.23274404593134546,8374685.8,-0.2560863863989394,380701.0,,,,,,,,17160030.3,,25915417.1,27206333.6,57.5,60.3,44493078.0,46046103.5,98.7,102.1,0.425520717228979,3.9,2.463654572117553,51.85,42.3666172250699,-71.114810342857,POINT (-71.114810342857 42.3666172250699)
B1451,2022,80-175,Yes,Non-Residential,31424,,950 Cambridge Street,1960.0,397-7,1,Office,"Office (26729.0),Parking (6050.0)",26729.0,,VINFEN CORPORATION,,80.0,-0.5028354384429451,1058511.6,-0.2526393097807716,462200.0,,,,,,,,,,1520711.6,1596671.9,56.9,59.7,3449142.5,3555734.0,129.0,133.0,-0.44937377751622926,3.7,-0.34498284068537355,6.15,42.3724820238411,-71.0926285659468,POINT (-71.0926285659468 42.3724820238411)
B1371,2022,43A-28,Yes,Non-Residential,542443,,300 Technology Square,2001.0,610-1,1,Mixed Use Property,"Office (132307.0),Laboratory (43302.0)",175609.0,,"MIT REAL ESTATE, LLC,",,1.0,2.1933124517734903,27874767.1,0.8609855281559231,26791878.9,,,,,,,,,,54666645.9,55273935.4,311.3,314.8,106180820.6,105746403.6,604.6,602.2,1.3175056819955182,19.6,0.3299298921147851,32.7,42.363359758609,-71.0915910268439,POINT (-71.0915910268439 42.363359758609)
B1725,2022,116-99,Yes,Residential,45309,51.0,931 Massachusetts Ave,2000.0,493-12,1,Multifamily Housing,Multifamily Housing (59260.0),59260.0,51.0,"CHITILIAN, HOVIG",B,68.0,-0.4353548461625932,1729682.7,-0.2213935692694652,1200954.8,,,,,,,,,,2930637.6,3038251.5,49.5,51.3,6104114.2,6290133.9,103.0,106.1,-0.4034464463133965,3.1,0.14411925466782236,70.98,42.3689232550408,-71.109281365904,POINT (-71.109281365904 42.3689232550408)
B1678,2022,169-79,No,Non-Residential,31377,,1446 Massachusetts Avenue,1833.0,319-19,1,Worship Facility,Worship Facility (31377.0),31377.0,,FIRST PARISH UNITARIAN CHURCH,WILLIAM MORSE COLE,,,,,,,,,,,,,,,,,,,,,,,,,,,42.374555504795,-71.1194364215676,POINT (-71.1194364215676 42.374555504795)
B1105,2022,71-56,Yes,Non-Residential,978455,,1 Portland Street,2013.0,658-4,1,Laboratory,"Laboratory (229330.0),Parking (220000.0)",229330.0,,"MIT 650 MAIN STREET, LLC",,,3.3315507904567196,39195840.9,1.901904541471385,51402556.6,,,,,,,,,,90598397.5,92337054.1,395.1,402.6,163721038.9,164773999.6,713.9,718.5,2.4423549147616734,24.3,0.8381866005884904,43.35,42.3618455085526,-71.0944379286458,POINT (-71.0944379286458 42.3618455085526)
B1857,2022,162-74,No,Residential,77484,0.0,89-91 Winthrop Street,,396-12,1,,,,,"ROBERTS, PASHA",,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3724599228813,-71.1208589652694,POINT (-71.1208589652694 42.3724599228813)
B1367,2022,242-38,Yes,Non-Residential,109553,12.0,178 Coolidge Hill,1930.0,"387-14, 387-18, 387-17, 387-23",4,K-12 School,"K-12 School (21553.0),Parking (0.0)",21553.0,,SHADY HILL SCHOOL,,31.0,-0.4943799959439943,1142610.5,-0.26408867960332405,191500.0,,,,,,,,,,1334110.5,1387033.0,61.9,64.4,3400384.5,3525040.1,157.8,163.6,-0.4538183579552131,4.2,,,42.3712452564244,-71.1378970623206,POINT (-71.1378970623206 42.3712452564244)
B1295,2022,157-69,Yes,Non-Residential,1462119,18.0,19 Oxford Street,1915.0,266-5,1,College/University,College/University (20360.0),20360.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.027508731565967892,5786176.2,,,,,,,,,3104375.5,2542309.9,,11432861.6,11456803.6,561.5,562.7,22084778.4,22208328.1,1084.7,1090.8,-0.10920463891828892,36.5,-0.34987132059736714,6.09,42.3777232387233,-71.116934455838,POINT (-71.116934455838 42.3777232387233)
B1646,2022,242-38,Yes,Non-Residential,109553,12.0,178 Coolidge Hill,1998.0,387-6,1,K-12 School,K-12 School (2523.0),2523.0,,SHADY HILL SCHOOL,,89.0,,,-0.26617807328353865,142100.0,,,,,,,,,,142100.0,154166.3,56.3,61.1,149205.0,161874.6,59.1,64.2,-0.49805251565748065,3.0,,,42.3713753066183,-71.1379698510409,POINT (-71.1379698510409 42.3713753066183)
B1352,2022,160-14,Yes,Non-Residential,304349,,75 Mount Auburn Street,1964.0,357-11,1,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient (69011.0),69011.0,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,,,-0.20199207732909671,4050740.9,,,,,,,,,2387713.1,,,6438453.9,6229376.7,93.3,90.3,13514893.3,13324633.0,195.8,193.1,-0.2836015094765113,6.0,-0.2702520190604425,11.33,42.3726498456433,-71.1186477233665,POINT (-71.1186477233665 42.3726498456433)
B1829,2022,107-135,No,Non-Residential,50770,6.0,689 Massachusetts Avenue,1904.0,584-1,1,Office,Office (34973.0),34973.0,,THE UNITARIAN UNIVERSALIST,"SERVICE COMMITTEE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,42.3660587071102,-71.1042382651074,POINT (-71.1042382651074 42.3660587071102)
B1026,2022,228-1,Yes,Municipal,11118,,113 Garden Street,2004.0,170-1,1,Fire Station,"Office (264.0),Fire Station (15924.0)",16188.0,,CAMBRIDGE CITY OF,FIRE STATION,,-0.5635472857121278,454663.3,-0.2718173214491867,8769.7,,,,,,,,,29709.0,564800.1,576138.4,34.9,35.6,1383632.6,1421545.3,85.5,87.8,-0.4847187743405292,2.0,,,42.3842520746429,-71.1298631098172,POINT (-71.1298631098172 42.3842520746429)
B1404,2022,63-128,Yes,Non-Residential,25365,1.0,345 Vassar Street,2001.0,746-2,1,College/University,"Office (0.0),College/University (26000.0)",26000.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,-0.5040731549528531,1046201.1,-0.19157741390777935,1905899.9,,,,,,,,,,2952101.0,3070782.7,113.5,118.1,4930558.1,5024911.1,189.6,193.3,-0.4092138185496969,6.7,-0.36116080514659976,1.18,42.3546443235475,-71.1065687989644,POINT (-71.1065687989644 42.3546443235475)
B1571,2022,58-161,Yes,Residential,237928,230.0,305  MEMORIAL DR,1939.0,728-1,1,College/University,College/University (189693.0),189693.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,0.20907065939247432,8139227.0,,,,,,,,,,7544886.0,,15684113.0,16087156.9,82.7,84.8,31866643.5,32231156.9,168.0,169.9,0.0681552852659226,5.7,-0.36487556587180275,0.0,42.3576205119744,-71.0935064485937,POINT (-71.0935064485937 42.3576205119744)
B1520,2022,62-34,No,Residential,150644,210.0,286-284 VASSAR ST,1963.0,747-2,1,College/University,College/University (9321.0),9321.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,-0.5020208910494305,0.0,,,42.3556174862695,-71.1035963311896,POINT (-71.1035963311896 42.3556174862695)
B1226,2022,159-1,Yes,Non-Residential,1223988,1027.0,Main Yard,1718.0,318-18,1,College/University,College/University (20316.0),20316.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.5725380543235263,365240.0,-0.2653951850847376,160610.0,,,,,,,309677.4,844660.0,,1680187.4,1716085.4,82.7,84.5,2489279.6,2539558.3,122.5,125.0,-0.44551122546806476,5.3,-0.354977604069796,4.02,42.3744400661168,-71.1182873227532,POINT (-71.1182873227532 42.3744400661168)
B1246,2022,170-35,Yes,Residential,65000,,13 Appian Way,1912.0,307-14,1,College/University,College/University (76183.0),76183.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,-0.46932982131175693,1391763.1,-0.1789331985089908,2204853.9,,,,,,,,,,3596617.0,3805426.7,47.2,50.0,6212033.2,6431283.4,81.5,84.4,-0.3878904147769531,2.8,-0.34960511624572393,1.66,42.3754603773093,-71.1219565184724,POINT (-71.1219565184724 42.3754603773093)
B1118,2022,10-16,Yes,Non-Residential,110856,1.0,150 2nd ST,2012.0,566-2,1,Office,"Office (98336.0),Laboratory (55000.0),Parking (45000.0)",153336.0,,BENT ASSOCIATES LIMITED PARTNERSHIP,,,0.9196204147841921,15206451.8,0.8883066767727537,27437841.6,,,,,,,,,,42644293.4,43923123.0,278.1,286.5,71387798.8,72251804.8,465.6,471.2,0.8509305592460019,16.7,0.1288609052395455,26.61,42.3670701442969,-71.0788873352251,POINT (-71.0788873352251 42.3670701442969)
B1507,2022,91-208,Yes,Non-Residential,32400,2.0,497-507 Massachusetts Ave,1980.0,"616-9, 616-10",2,Office,Office (34388.0),34388.0,,"GREENSAIL, LLC",C/O MINTZ LEVIN COHN FERRIS GLOVSKY,8.0,-0.40342433306556325,2047268.3,-0.19057501248629988,1929600.0,,,,,,,,,,3976868.2,4052900.6,115.6,117.9,7758431.1,7794376.3,225.6,226.7,-0.37106450311508576,7.2,-0.26152777644522635,24.84,42.3644663581673,-71.1012038470248,POINT (-71.1012038470248 42.3644663581673)
B1278,2022,137-35,Yes,Residential,63470,82.0,85-95 Prescott Street,1925.0,323-4,1,Multifamily Housing,Multifamily Housing (73171.0),73171.0,82.0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,95.0,-0.5379908068124366,708851.5,-0.12403459103844534,3502827.9,,,,,,,,,,4211679.4,4482207.1,57.6,61.3,5662753.6,5946807.6,77.4,81.3,-0.3769906103670642,3.2,-0.2393481138742259,14.18,42.3748323848941,-71.1137789516995,POINT (-71.1137789516995 42.3748323848941)
B1393,2022,67-49,Yes,Non-Residential,274999,332.0,235  ALBANY ST,2008.0,714-5,1,College/University,College/University (252835.0),252835.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,0.09336512593745279,6988403.9,-0.17885495198452933,2206700.0,,,,,,,9994164.2,16310040.0,,35499308.2,35837605.9,140.4,141.7,50600903.7,51198162.3,200.1,202.5,0.6736764584055757,8.8,0.4939359731226081,28.07,42.358786953642,-71.1014457693491,POINT (-71.1014457693491 42.358786953642)
B1554,2022,119-9,Yes,Residential,45973,63.0,842-860 (even) Massachusetts Ave,1950.0,539-16,1,Multifamily Housing,"Multifamily Housing (42739.0),Retail Store (5965.0)",48704.0,63.0,"860 MASS AVENUE, LLC",,65.0,-0.5482361012765885,606950.4,-0.11464627696562683,3724800.0,,,,,,,,,,4331750.4,4623507.2,88.9,94.9,5610501.2,5904335.5,115.2,121.2,-0.3746095851318943,4.9,-0.1418326197881962,37.85,42.3672474459541,-71.1073943927555,POINT (-71.1073943927555 42.3672474459541)
B1194,2022,169-94,Yes,Non-Residential,112620,3.0,7 Appian Way,1910.0,319-15,1,College/University,College/University (4692.0),4692.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.6022926151416352,69296.9,-0.26140630415394733,254917.0,,,,,,,,,,324213.9,346008.2,69.1,73.7,461694.3,484578.2,98.4,103.3,-0.49228514342118024,3.9,-0.36166901345428226,5.65,42.3749148664121,-71.1212018685768,POINT (-71.1212018685768 42.3749148664121)
B1138,2022,7-113,Yes,Residential,411106,392.0,22 Water St,2015.0,358-5,1,Multifamily Housing,"Multifamily Housing (402277.0),Parking (128283.0)",402277.0,392.0,BEHRINGER HARVARD 22 WATER STREET,,98.0,0.27256815781892035,8770781.6,-0.019663455353118246,5970501.3,,,,,,,,,,14741283.0,15159010.5,36.6,37.7,30827215.0,31265828.9,76.6,77.7,0.0013807553373799783,2.4,0.9287444809383906,26.58,42.3729510160275,-71.0786868884081,POINT (-71.0786868884081 42.3729510160275)
B1576,2022,85-76,No,Non-Residential,34806,,139 Hampshire st,1982.0,385-61,1,Office,Office (1260.0),1260.0,,"NORSHIRE LLC,",,,,,,,,,,,,,,,,,,,,,,,,-0.5020208910494305,0.0,,,42.3708967884169,-71.0970723198467,POINT (-71.0970723198467 42.3708967884169)
B1335,2022,14-1038,Yes,Non-Residential,959849,0.0,350 Third St,2006.0,"620-83, 620-82",2,Multifamily Housing,"Restaurant (25959.0),Multifamily Housing (340574.0)",366533.0,321.0,"TP/P KENDALL SQUARE, LLC.",,83.0,0.2013326327852005,8062263.5,0.18546086590811173,10820300.1,,,,,,,,,,18882563.7,19299319.9,51.5,52.7,33935653.0,34212167.7,92.6,93.3,0.11053753445194697,3.2,0.9485041039489982,29.61,42.3635167827762,-71.0828464228016,POINT (-71.0828464228016 42.3635167827762)
B1253,2022,130-168,Yes,Non-Residential,176218,170.0,10 Akron St,2008.0,560-30,1,Multifamily Housing,Multifamily Housing (179632.0),179632.0,219.51,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,60.0,-0.12461874082218519,4820306.6,-0.27191544682040325,6455.0,,,,,,,,4104569.8,,8931331.4,9095048.3,49.7,50.6,18441602.3,18474043.8,102.7,102.8,-0.17317485023652035,3.5,0.18956759761200004,25.51,42.3655401266162,-71.1153878185809,POINT (-71.1153878185809 42.3655401266162)
B1456,2022,268B-47,Yes,Residential,501600,534.0,364 Rindge Ave,1972.0,59-21,1,Multifamily Housing,Multifamily Housing (249723.0),249723.0,252.0,RINDGE ASSOCIATES,,35.0,-0.16500956769711278,4418574.0,0.7077441510170746,23168763.6,,,,,,,,,,27587337.6,28513661.1,110.5,114.2,36699209.1,37552892.4,147.0,150.4,0.31477658795763214,6.2,0.8539168577310438,40.33,42.3930878378974,-71.138884746753,POINT (-71.138884746753 42.3930878378974)
B1667,2022,43A-24,Yes,Non-Residential,474856,2.0,555 Technology Square,1976.0,606-1,1,Parking,Parking (230000.0),230000.0,,"CHARLES STARK DRAPER LABORATORY, INC.",ATTN:  ELIZABETH MORA - MS #05,,-0.5775257293935115,315632.0,,,,,,,,,,,,315632.0,323852.9,1.4,1.4,883769.7,906788.2,3.8,3.9,-0.49016867654547364,0.1,-0.34454723356450284,0.73,42.3651378757635,-71.0918264430851,POINT (-71.0918264430851 42.3651378757635)
B1847,2022,44-99,Yes,Non-Residential,451653,0.0,325 Main St,2022.0,643-5,1,Office,"Office (440101.0),Retail Store (32411.0)",472512.0,,"ZUCKERMAN, MORTIMER B., EDWARD H. LINDE","& DAVID BARRETT, TRS. OF THREE CAMBRIDGE",92.0,,,0.03434567946368402,7247451.8,,,,,,,,,,18800013.0,,39.8,,39956995.7,,84.6,,0.14371315272864765,2.6,0.0035512568024039888,6.44,42.362772362367,-71.0865670641014,POINT (-71.0865670641014 42.362772362367)
B1318,2022,41-29,Yes,Non-Residential,223460,,One Kendall Square,1988.0,"557-1, 557-17",2,Mixed Use Property,"Office (154000.0),Laboratory (92793.0)",246793.0,,"ARE-MA REGION NO.59, LLC",,,1.9261105890296255,25217140.6,0.6032664308768054,20698574.3,,,,,,,,,,45915714.9,47121249.3,186.0,190.9,92341496.7,93607307.8,374.2,379.3,1.0445872783731542,11.8,0.07813687605371143,14.84,42.3670663410445,-71.0905673626243,POINT (-71.0905673626243 42.3670663410445)
B1753,2022,267F-275,Yes,Residential,58470,0.0,25-31 Wheeler Street,2008.0,"76-33, 76-34, 76-31, 76-32",4,Multifamily Housing,Multifamily Housing (150000.0),150000.0,72.0,Condo building,,100.0,-0.47934489638849215,1292151.7,-0.23201606365784366,949800.0,,,,,,,,,,2241951.7,2305727.7,14.9,15.4,4615314.7,4655906.2,30.8,31.0,-0.42688631696184687,0.9,-0.10069194726151781,14.56,42.3897521371307,-71.1446967196521,POINT (-71.1446967196521 42.3897521371307)
B1320,2022,1A-86,Yes,Residential,426000,426.0,One Leighton Street,2008.0,378-11,1,Multifamily Housing,Multifamily Housing (452573.0),452573.0,565.0,NORTH POINT APARTMENTS LIMITED PARTNERSH,"C/O AVALONBAY COMMUNITIES, INC",2.0,1.2397467679144323,18390472.5,0.9290164401562223,28400347.9,,,,,,,,,,46790820.5,48163042.0,103.4,106.4,81313688.4,82754521.0,179.7,182.9,0.99982400395196,6.3,1.9572612941053498,42.4,42.3699572087828,-71.0731427409751,POINT (-71.0731427409751 42.3699572087828)
B1009,2022,257-60,Yes,Residential,253440,251.0,700 Huron Avenue,1973.0,232-1,1,Multifamily Housing,"Multifamily Housing (343624.0),Parking (96000.0)",343624.0,250.0,HURON TOWERS COMPANY,C/O FIRST REALTY MANAGEMENT CORP.,88.0,-0.10040927346567724,5061097.2,0.4161921024691863,16275532.9,,,,,,,,,,21336630.1,21934229.8,62.1,63.8,31260381.6,31639446.7,91.0,92.1,0.14905723158980674,3.6,0.7878013769411113,27.72,42.3807133588599,-71.154769995371,POINT (-71.154769995371 42.3807133588599)
B1462,2022,1A-109,Yes,Residential,404715,437.0,8-12 Museum Way,1998.0,460-1,1,Multifamily Housing,"Multifamily Housing (525000.0),Swimming Pool (0.0),Parking (144500.0)",525000.0,428.0,"REGATTA RIVERVIEW, LLC",,85.0,0.6821832327689249,12844869.4,0.3441938802015972,14573261.8,,,,,,,,,,27418131.2,28384434.7,52.2,54.1,51267559.2,52108565.3,97.7,99.3,0.38906457529493305,3.2,1.254687509129901,25.49,42.3701911022466,-71.071681164317,POINT (-71.071681164317 42.3701911022466)
B1486,2022,48-129,Yes,Non-Residential,903407,,50  AMES ST,1964.0,672-4,1,College/University,College/University (112799.0),112799.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,0.1271872389810691,7324803.2,-0.27127890077005445,21500.0,,,,,,,9566652.2,61622338.1,,78535293.5,77791936.5,696.2,689.7,103371882.6,102695427.8,916.4,910.4,2.204887331307395,45.4,-0.11786212794250506,18.1,42.3617660253829,-71.0877934781251,POINT (-71.0877934781251 42.3617660253829)
B1811,2022,52A-31,No,Non-Residential,98802,,59 Vassar Street,,667-6,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3611086172163,-71.0935060637292,POINT (-71.0935060637292 42.3611086172163)
B1444,2022,184-197,Yes,Residential,118585,198.0,50 Churchill,1973.0,"8-6, 8-9",2,Multifamily Housing,Multifamily Housing (141759.0),128927.0,198.0,CAMBRIDGE HOUSING AUTHORITY,,83.0,-0.3486945192576129,2591618.5,0.01403753420953342,6767300.2,,,,,,,,,53076.8,9540016.6,9847045.1,67.3,69.5,14543294.9,14865674.8,102.6,104.9,-0.21465760100036935,3.8,-0.04200598792199132,18.82,42.4004398807161,-71.1319170549263,POINT (-71.1319170549263 42.4004398807161)
B1071,2022,63-135,Yes,Non-Residential,91500,1.0,620 Memorial Drive,1916.0,746-8,1,Laboratory,Laboratory (94476.0),94476.0,,MIT 620 MEMORIAL LLC,C/O MIT INVESTMENT MANAGEMENT CO.,,0.9340436199553478,15349907.0,0.4476560873406123,17019440.3,,,,,,,,,,32369347.3,32935458.9,342.6,348.6,60850151.9,60837233.0,644.1,643.9,0.5636201808688335,21.3,0.026130225900869223,34.2,42.3540452883203,-71.1075437461248,POINT (-71.1075437461248 42.3540452883203)
B1041,2022,106-122,Yes,Municipal,153194,205.0,45 Pearl Street,1975.0,624-4,1,Library,Library (15447.0),15447.0,,CAMBRIDGE CITY OF,,,-0.5867461685158257,223924.1,-0.2546682210123484,414234.1,,,,,,,,,,638158.1,680998.3,41.3,44.1,1061933.1,1091415.7,68.7,70.7,-0.4818086323864326,2.5,-0.35031902791603975,7.79,42.3641231141615,-71.10373294657,POINT (-71.10373294657 42.3641231141615)
B1769,2022,172-99,Yes,Residential,61416,56.0,1600 Massachusetts Avenue,1981.0,252-1,1,Multifamily Housing,Multifamily Housing (82696.0),82696.0,57.0,"LI, NANCY W.",,91.0,-0.4897814400084849,1188348.5,-0.12311381977491759,3524600.0,,,,,,,,,,4712948.5,4996592.2,57.0,60.4,7028205.7,7326031.6,85.0,88.6,-0.3584186135327389,3.3,-0.14773751631555473,21.7,42.3796629305874,-71.1203620072289,POINT (-71.1203620072289 42.3796629305874)
B1100,2022,57-173,Yes,Non-Residential,420079,0.0,120  VASSAR ST,1980.0,708-21,1,College/University,College/University (109398.0),109398.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,0.7937959313746085,13954984.3,-0.2586833251026879,319300.0,,,,,,,2717076.1,3755129.9,,20746490.3,20767785.4,189.6,189.8,46399335.9,46503465.4,424.1,425.1,0.2377901053538052,12.8,-0.04960491214162487,23.82,42.3585951769942,-71.0965308538892,POINT (-71.0965308538892 42.3585951769942)
B1426,2022,92-130,Yes,Residential,103484,83.0,45 Pilgrim St,1990.0,665-8,1,Multifamily Housing,Multifamily Housing (9118.0),9118.0,9.0,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,-0.6023127863530494,69096.4,-0.25576959371341695,388188.6,,,,,,,,,0.0,69096.4,69096.4,7.6,7.6,193469.9,193469.9,21.2,21.2,-0.49937530745479725,0.5,-0.2913547640270681,66.64,42.3617761549786,-71.1031295507707,POINT (-71.1031295507707 42.3617761549786)
B1170,2022,157-69,Yes,Non-Residential,1462119,18.0,3 Kirkland St,1914.0,266-13,1,College/University,College/University (63661.0),63661.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.4620618045133039,1464051.8,-0.2721455338977386,1006.0,,,,,,,1833977.1,1874200.0,,5173235.0,5206547.4,81.3,81.8,8024060.3,8133072.6,126.0,127.8,-0.3301108690701634,5.1,-0.2947065188182122,9.11,42.37685243005,-71.1171634318823,POINT (-71.1171634318823 42.37685243005)
