Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1799,2022,92-124,Yes,Residential,76782,60,150 Franklin St,2000,665-1,1,Multifamily Housing,Multifamily Housing (6652.0),6652,5,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,42658,145549.1,2897.4,289744.6,,,,,,,,,,435293.7,458436.9,65.4,68.9,711769.3,736069.7,107,110.7,25.7,3.9,351.5,52.84,42.3626612335556,-71.1023583410214,POINT (-71.1023583410214 42.3626612335556)
B1696,2022,242B-56,Yes,Non-Residential,187700,0,40 Gerry's Landing Rd.,1948,336-28,1,K-12 School,K-12 School (3825.0),3825,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,96,19062.2,65040.1,15.1,1512.6,,,,,,,,,,66552.7,68306.8,17.4,17.9,183700.5,188612.1,48,49.3,4.8,1.3,28.2,7.38,42.3733280154851,-71.1358323069132,POINT (-71.1358323069132 42.3733280154851)
B1748,2022,176-13,Yes,Residential,43638,66,"2, 4, 6 Arlington Street",1904,"137-1, 137-2",2,Multifamily Housing,Multifamily Housing (45876.0),45876,55.05,Condo Building - Multiple Owners,,55,176069.9,600750.4,29924.9,2992490.1,,,,,,,,,,3593240.5,3817132.3,78.3,83.2,4824215.8,5059302.2,105.2,110.3,201.5,4.4,1926.7,42,42.3862727573669,-71.1198674127624,POINT (-71.1198674127624 42.3862727573669)
B1221,2022,130-144,Yes,Residential,388935,495,900 Memorial Drive,1964,"560-1,560-19, 560-20, 560-21, 560-22, 560-23, 560-25, 560-3, 560-31",9,Multifamily Housing,Multifamily Housing (450849.0),450849,492,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,83,2454479.7,8374685.8,3807,380701,,,,,,,,17160030.3,,25915417.1,27206333.6,57.5,60.3,44493078,46046103.5,98.7,102.1,1753,3.9,23375.9,51.85,42.3666172250699,-71.114810342857,POINT (-71.114810342857 42.3666172250699)
B1451,2022,80-175,Yes,Non-Residential,31424,,950 Cambridge Street,1960,397-7,1,Office,"Office (26729.0),Parking (6050.0)",26729,,VINFEN CORPORATION,,80,310232,1058511.6,4622,462200,,,,,,,,,,1520711.6,1596671.9,56.9,59.7,3449142.5,3555734,129,133,99.5,3.7,164.4,6.15,42.3724820238411,-71.0926285659468,POINT (-71.0926285659468 42.3724820238411)
B1371,2022,43A-28,Yes,Non-Residential,542443,,300 Technology Square,2001,610-1,1,Mixed Use Property,"Office (132307.0),Laboratory (43302.0)",175609,,"MIT REAL ESTATE, LLC,",,1,8169625.9,27874767.1,267918.8,26791878.9,,,,,,,,,,54666645.9,55273935.4,311.3,314.8,106180820.6,105746403.6,604.6,602.2,3438.8,19.6,5742.1,32.7,42.363359758609,-71.0915910268439,POINT (-71.0915910268439 42.363359758609)
B1725,2022,116-99,Yes,Residential,45309,51,931 Massachusetts Ave,2000,493-12,1,Multifamily Housing,Multifamily Housing (59260.0),59260,51,"CHITILIAN, HOVIG",B,68,506941,1729682.7,12009.5,1200954.8,,,,,,,,,,2930637.6,3038251.5,49.5,51.3,6104114.2,6290133.9,103,106.1,186.3,3.1,4206.5,70.98,42.3689232550408,-71.109281365904,POINT (-71.109281365904 42.3689232550408)
B1678,2022,169-79,No,Non-Residential,31377,,1446 Massachusetts Avenue,1833,319-19,1,Worship Facility,Worship Facility (31377.0),31377,,FIRST PARISH UNITARIAN CHURCH,WILLIAM MORSE COLE,,,,,,,,,,,,,,,,,,,,,,,,,,,42.374555504795,-71.1194364215676,POINT (-71.1194364215676 42.374555504795)
B1105,2022,71-56,Yes,Non-Residential,978455,,1 Portland Street,2013,658-4,1,Laboratory,"Laboratory (229330.0),Parking (220000.0)",229330,,"MIT 650 MAIN STREET, LLC",,,11487642.5,39195840.9,514025.6,51402556.6,,,,,,,,,,90598397.5,92337054.1,395.1,402.6,163721038.9,164773999.6,713.9,718.5,5564.7,24.3,9942.5,43.35,42.3618455085526,-71.0944379286458,POINT (-71.0944379286458 42.3618455085526)
B1857,2022,162-74,No,Residential,77484,0,89-91 Winthrop Street,,396-12,1,,,,,"ROBERTS, PASHA",,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3724599228813,-71.1208589652694,POINT (-71.1208589652694 42.3724599228813)
B1367,2022,242-38,Yes,Non-Residential,109553,12,178 Coolidge Hill,1930,"387-14, 387-18, 387-17, 387-23",4,K-12 School,"K-12 School (21553.0),Parking (0.0)",21553,,SHADY HILL SCHOOL,,31,334880,1142610.5,1915,191500,,,,,,,,,,1334110.5,1387033,61.9,64.4,3400384.5,3525040.1,157.8,163.6,91.1,4.2,,,42.3712452564244,-71.1378970623206,POINT (-71.1378970623206 42.3712452564244)
B1295,2022,157-69,Yes,Non-Residential,1462119,18,19 Oxford Street,1915,266-5,1,College/University,College/University (20360.0),20360,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1695831,5786176.2,,,,,,,,,3104375.5,2542309.9,,11432861.6,11456803.6,561.5,562.7,22084778.4,22208328.1,1084.7,1090.8,742.4,36.5,124,6.09,42.3777232387233,-71.116934455838,POINT (-71.116934455838 42.3777232387233)
B1646,2022,242-38,Yes,Non-Residential,109553,12,178 Coolidge Hill,1998,387-6,1,K-12 School,K-12 School (2523.0),2523,,SHADY HILL SCHOOL,,89,,,1421,142100,,,,,,,,,,142100,154166.3,56.3,61.1,149205,161874.6,59.1,64.2,7.5,3,,,42.3713753066183,-71.1379698510409,POINT (-71.1379698510409 42.3713753066183)
B1352,2022,160-14,Yes,Non-Residential,304349,,75 Mount Auburn Street,1964,357-11,1,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient (69011.0),69011,,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,,,1187204.1,4050740.9,,,,,,,,,2387713.1,,,6438453.9,6229376.7,93.3,90.3,13514893.3,13324633,195.8,193.1,412.8,6,782,11.33,42.3726498456433,-71.1186477233665,POINT (-71.1186477233665 42.3726498456433)
B1829,2022,107-135,No,Non-Residential,50770,6,689 Massachusetts Avenue,1904,584-1,1,Office,Office (34973.0),34973,,THE UNITARIAN UNIVERSALIST,"SERVICE COMMITTEE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,42.3660587071102,-71.1042382651074,POINT (-71.1042382651074 42.3660587071102)
B1026,2022,228-1,Yes,Municipal,11118,,113 Garden Street,2004,170-1,1,Fire Station,"Office (264.0),Fire Station (15924.0)",16188,,CAMBRIDGE CITY OF,FIRE STATION,,133254.2,454663.3,87.7,8769.7,,,,,,,,,29709,564800.1,576138.4,34.9,35.6,1383632.6,1421545.3,85.5,87.8,32.7,2,,,42.3842520746429,-71.1298631098172,POINT (-71.1298631098172 42.3842520746429)
B1404,2022,63-128,Yes,Non-Residential,25365,1,345 Vassar Street,2001,746-2,1,College/University,"Office (0.0),College/University (26000.0)",26000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,306624,1046201.1,19059,1905899.9,,,,,,,,,,2952101,3070782.7,113.5,118.1,4930558.1,5024911.1,189.6,193.3,175.4,6.7,30.7,1.18,42.3546443235475,-71.1065687989644,POINT (-71.1065687989644 42.3546443235475)
B1571,2022,58-161,Yes,Residential,237928,230,305  MEMORIAL DR,1939,728-1,1,College/University,College/University (189693.0),189693,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,2385470.7,8139227,,,,,,,,,,7544886,,15684113,16087156.9,82.7,84.8,31866643.5,32231156.9,168,169.9,1077.6,5.7,0,0,42.3576205119744,-71.0935064485937,POINT (-71.0935064485937 42.3576205119744)
B1520,2022,62-34,No,Residential,150644,210,286-284 VASSAR ST,1963,747-2,1,College/University,College/University (9321.0),9321,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3556174862695,-71.1035963311896,POINT (-71.1035963311896 42.3556174862695)
B1226,2022,159-1,Yes,Non-Residential,1223988,1027,Main Yard,1718,318-18,1,College/University,College/University (20316.0),20316,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,107045.7,365240,1606.1,160610,,,,,,,309677.4,844660,,1680187.4,1716085.4,82.7,84.5,2489279.6,2539558.3,122.5,125,106.8,5.3,81.8,4.02,42.3744400661168,-71.1182873227532,POINT (-71.1182873227532 42.3744400661168)
B1246,2022,170-35,Yes,Residential,65000,,13 Appian Way,1912,307-14,1,College/University,College/University (76183.0),76183,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,407902.4,1391763.1,22048.5,2204853.9,,,,,,,,,,3596617,3805426.7,47.2,50,6212033.2,6431283.4,81.5,84.4,215.7,2.8,126.2,1.66,42.3754603773093,-71.1219565184724,POINT (-71.1219565184724 42.3754603773093)
B1118,2022,10-16,Yes,Non-Residential,110856,1,150 2nd ST,2012,566-2,1,Office,"Office (98336.0),Laboratory (55000.0),Parking (45000.0)",153336,,BENT ASSOCIATES LIMITED PARTNERSHIP,,,4456755.6,15206451.8,274378.4,27437841.6,,,,,,,,,,42644293.4,43923123,278.1,286.5,71387798.8,72251804.8,465.6,471.2,2557,16.7,4080.4,26.61,42.3670701442969,-71.0788873352251,POINT (-71.0788873352251 42.3670701442969)
B1507,2022,91-208,Yes,Non-Residential,32400,2,497-507 Massachusetts Ave,1980,"616-9, 616-10",2,Office,Office (34388.0),34388,,"GREENSAIL, LLC",C/O MINTZ LEVIN COHN FERRIS GLOVSKY,8,600019.9,2047268.3,19296,1929600,,,,,,,,,,3976868.2,4052900.6,115.6,117.9,7758431.1,7794376.3,225.6,226.7,247.5,7.2,854.1,24.84,42.3644663581673,-71.1012038470248,POINT (-71.1012038470248 42.3644663581673)
B1278,2022,137-35,Yes,Residential,63470,82,85-95 Prescott Street,1925,323-4,1,Multifamily Housing,Multifamily Housing (73171.0),73171,82,PRESIDENT & FELLOWS OF HARVARD COLLEGE,C/O HARVARD REAL ESTATE INC.,95,207752.5,708851.5,35028.3,3502827.9,,,,,,,,,,4211679.4,4482207.1,57.6,61.3,5662753.6,5946807.6,77.4,81.3,236.3,3.2,1037.4,14.18,42.3748323848941,-71.1137789516995,POINT (-71.1137789516995 42.3748323848941)
B1393,2022,67-49,Yes,Non-Residential,274999,332,235  ALBANY ST,2008,714-5,1,College/University,College/University (252835.0),252835,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,2048183.8,6988403.9,22067,2206700,,,,,,,9994164.2,16310040,,35499308.2,35837605.9,140.4,141.7,50600903.7,51198162.3,200.1,202.5,2222,8.8,7097.5,28.07,42.358786953642,-71.1014457693491,POINT (-71.1014457693491 42.358786953642)
B1554,2022,119-9,Yes,Residential,45973,63,842-860 (even) Massachusetts Ave,1950,539-16,1,Multifamily Housing,"Multifamily Housing (42739.0),Retail Store (5965.0)",48704,63,"860 MASS AVENUE, LLC",,65,177887,606950.4,37248,3724800,,,,,,,,,,4331750.4,4623507.2,88.9,94.9,5610501.2,5904335.5,115.2,121.2,240.8,4.9,1843.3,37.85,42.3672474459541,-71.1073943927555,POINT (-71.1073943927555 42.3672474459541)
B1194,2022,169-94,Yes,Non-Residential,112620,3,7 Appian Way,1910,319-15,1,College/University,College/University (4692.0),4692,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,20309.8,69296.9,2549.2,254917,,,,,,,,,,324213.9,346008.2,69.1,73.7,461694.3,484578.2,98.4,103.3,18.4,3.9,26.5,5.65,42.3749148664121,-71.1212018685768,POINT (-71.1212018685768 42.3749148664121)
B1138,2022,7-113,Yes,Residential,411106,392,22 Water St,2015,358-5,1,Multifamily Housing,"Multifamily Housing (402277.0),Parking (128283.0)",402277,392,BEHRINGER HARVARD 22 WATER STREET,,98,2570568.8,8770781.6,59705,5970501.3,,,,,,,,,,14741283,15159010.5,36.6,37.7,30827215,31265828.9,76.6,77.7,951.4,2.4,10690.9,26.58,42.3729510160275,-71.0786868884081,POINT (-71.0786868884081 42.3729510160275)
B1576,2022,85-76,No,Non-Residential,34806,,139 Hampshire st,1982,385-61,1,Office,Office (1260.0),1260,,"NORSHIRE LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3708967884169,-71.0970723198467,POINT (-71.0970723198467 42.3708967884169)
B1335,2022,14-1038,Yes,Non-Residential,959849,0,350 Third St,2006,"620-83, 620-82",2,Multifamily Housing,"Restaurant (25959.0),Multifamily Housing (340574.0)",366533,321,"TP/P KENDALL SQUARE, LLC.",,83,2362914,8062263.5,108203,10820300.1,,,,,,,,,,18882563.7,19299319.9,51.5,52.7,33935653,34212167.7,92.6,93.3,1157.7,3.2,10854.2,29.61,42.3635167827762,-71.0828464228016,POINT (-71.0828464228016 42.3635167827762)
B1253,2022,130-168,Yes,Non-Residential,176218,170,10 Akron St,2008,560-30,1,Multifamily Housing,Multifamily Housing (179632.0),179632,219.51,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,60,1412750.9,4820306.6,64.5,6455,,,,,,,,4104569.8,,8931331.4,9095048.3,49.7,50.6,18441602.3,18474043.8,102.7,102.8,621.5,3.5,4582.1,25.51,42.3655401266162,-71.1153878185809,POINT (-71.1153878185809 42.3655401266162)
B1456,2022,268B-47,Yes,Residential,501600,534,364 Rindge Ave,1972,59-21,1,Multifamily Housing,Multifamily Housing (249723.0),249723,252,RINDGE ASSOCIATES,,35,1295009.8,4418574,231687.6,23168763.6,,,,,,,,,,27587337.6,28513661.1,110.5,114.2,36699209.1,37552892.4,147,150.4,1543.7,6.2,10072.5,40.33,42.3930878378974,-71.138884746753,POINT (-71.138884746753 42.3930878378974)
B1667,2022,43A-24,Yes,Non-Residential,474856,2,555 Technology Square,1976,606-1,1,Parking,Parking (230000.0),230000,,"CHARLES STARK DRAPER LABORATORY, INC.",ATTN:  ELIZABETH MORA - MS #05,,92506.4,315632,,,,,,,,,,,,315632,323852.9,1.4,1.4,883769.7,906788.2,3.8,3.9,22.4,0.1,168,0.73,42.3651378757635,-71.0918264430851,POINT (-71.0918264430851 42.3651378757635)
B1847,2022,44-99,Yes,Non-Residential,451653,0,325 Main St,2022,643-5,1,Office,"Office (440101.0),Retail Store (32411.0)",472512,,"ZUCKERMAN, MORTIMER B., EDWARD H. LINDE","& DAVID BARRETT, TRS. OF THREE CAMBRIDGE",92,,,72474.5,7247451.8,,,,,,,,,,18800013,,39.8,,39956995.7,,84.6,,1220.4,2.6,3044.8,6.44,42.362772362367,-71.0865670641014,POINT (-71.0865670641014 42.362772362367)
B1318,2022,41-29,Yes,Non-Residential,223460,,One Kendall Square,1988,"557-1, 557-17",2,Mixed Use Property,"Office (154000.0),Laboratory (92793.0)",246793,,"ARE-MA REGION NO.59, LLC",,,7390720.3,25217140.6,206985.7,20698574.3,,,,,,,,,,45915714.9,47121249.3,186,190.9,92341496.7,93607307.8,374.2,379.3,2923,11.8,3661.2,14.84,42.3670663410445,-71.0905673626243,POINT (-71.0905673626243 42.3670663410445)
B1753,2022,267F-275,Yes,Residential,58470,0,25-31 Wheeler Street,2008,"76-33, 76-34, 76-31, 76-32",4,Multifamily Housing,Multifamily Housing (150000.0),150000,72,Condo building,,100,378708,1292151.7,9498,949800,,,,,,,,,,2241951.7,2305727.7,14.9,15.4,4615314.7,4655906.2,30.8,31,142,0.9,2183.3,14.56,42.3897521371307,-71.1446967196521,POINT (-71.1446967196521 42.3897521371307)
B1320,2022,1A-86,Yes,Residential,426000,426,One Leighton Street,2008,378-11,1,Multifamily Housing,Multifamily Housing (452573.0),452573,565,NORTH POINT APARTMENTS LIMITED PARTNERSH,"C/O AVALONBAY COMMUNITIES, INC",2,5389938.5,18390472.5,284003.5,28400347.9,,,,,,,,,,46790820.5,48163042,103.4,106.4,81313688.4,82754521,179.7,182.9,2838.4,6.3,19190.9,42.4,42.3699572087828,-71.0731427409751,POINT (-71.0731427409751 42.3699572087828)
B1009,2022,257-60,Yes,Residential,253440,251,700 Huron Avenue,1973,232-1,1,Multifamily Housing,"Multifamily Housing (343624.0),Parking (96000.0)",343624,250,HURON TOWERS COMPANY,C/O FIRST REALTY MANAGEMENT CORP.,88,1483322.6,5061097.2,162755.3,16275532.9,,,,,,,,,,21336630.1,21934229.8,62.1,63.8,31260381.6,31639446.7,91,92.1,1230.5,3.6,9526.1,27.72,42.3807133588599,-71.154769995371,POINT (-71.154769995371 42.3807133588599)
B1462,2022,1A-109,Yes,Residential,404715,437,8-12 Museum Way,1998,460-1,1,Multifamily Housing,"Multifamily Housing (525000.0),Swimming Pool (0.0),Parking (144500.0)",525000,428,"REGATTA RIVERVIEW, LLC",,85,3764615.4,12844869.4,145732.6,14573261.8,,,,,,,,,,27418131.2,28384434.7,52.2,54.1,51267559.2,52108565.3,97.7,99.3,1684.1,3.2,13384.6,25.49,42.3701911022466,-71.071681164317,POINT (-71.071681164317 42.3701911022466)
B1486,2022,48-129,Yes,Non-Residential,903407,,50  AMES ST,1964,672-4,1,College/University,College/University (112799.0),112799,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2146776.8,7324803.2,215,21500,,,,,,,9566652.2,61622338.1,,78535293.5,77791936.5,696.2,689.7,103371882.6,102695427.8,916.4,910.4,5115.9,45.4,2041.4,18.1,42.3617660253829,-71.0877934781251,POINT (-71.0877934781251 42.3617660253829)
B1811,2022,52A-31,No,Non-Residential,98802,,59 Vassar Street,,667-6,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3611086172163,-71.0935060637292,POINT (-71.0935060637292 42.3611086172163)
B1444,2022,184-197,Yes,Residential,118585,198,50 Churchill,1973,"8-6, 8-9",2,Multifamily Housing,Multifamily Housing (141759.0),128927,198,CAMBRIDGE HOUSING AUTHORITY,,83,759559.8,2591618.5,67673,6767300.2,,,,,,,,,53076.8,9540016.6,9847045.1,67.3,69.5,14543294.9,14865674.8,102.6,104.9,543.1,3.8,2668.3,18.82,42.4004398807161,-71.1319170549263,POINT (-71.1319170549263 42.4004398807161)
B1071,2022,63-135,Yes,Non-Residential,91500,1,620 Memorial Drive,1916,746-8,1,Laboratory,Laboratory (94476.0),94476,,MIT 620 MEMORIAL LLC,C/O MIT INVESTMENT MANAGEMENT CO.,,4498799.9,15349907,170194.4,17019440.3,,,,,,,,,,32369347.3,32935458.9,342.6,348.6,60850151.9,60837233,644.1,643.9,2014,21.3,3231.4,34.2,42.3540452883203,-71.1075437461248,POINT (-71.1075437461248 42.3540452883203)
B1041,2022,106-122,Yes,Municipal,153194,205,45 Pearl Street,1975,624-4,1,Library,Library (15447.0),15447,,CAMBRIDGE CITY OF,,,65628.4,223924.1,4142.3,414234.1,,,,,,,,,,638158.1,680998.3,41.3,44.1,1061933.1,1091415.7,68.7,70.7,38.2,2.5,120.3,7.79,42.3641231141615,-71.10373294657,POINT (-71.10373294657 42.3641231141615)
B1769,2022,172-99,Yes,Residential,61416,56,1600 Massachusetts Avenue,1981,252-1,1,Multifamily Housing,Multifamily Housing (82696.0),82696,57,"LI, NANCY W.",,91,348285,1188348.5,35246,3524600,,,,,,,,,,4712948.5,4996592.2,57,60.4,7028205.7,7326031.6,85,88.6,271.4,3.3,1794.5,21.7,42.3796629305874,-71.1203620072289,POINT (-71.1203620072289 42.3796629305874)
B1100,2022,57-173,Yes,Non-Residential,420079,0,120  VASSAR ST,1980,708-21,1,College/University,College/University (109398.0),109398,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,4089971.5,13954984.3,3193,319300,,,,,,,2717076.1,3755129.9,,20746490.3,20767785.4,189.6,189.8,46399335.9,46503465.4,424.1,425.1,1398.2,12.8,2605.5,23.82,42.3585951769942,-71.0965308538892,POINT (-71.0965308538892 42.3585951769942)
B1426,2022,92-130,Yes,Residential,103484,83,45 Pilgrim St,1990,665-8,1,Multifamily Housing,Multifamily Housing (9118.0),9118,9,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,20251,69096.4,3881.9,388188.6,,,,,,,,,0,69096.4,69096.4,7.6,7.6,193469.9,193469.9,21.2,21.2,5,0.5,607.6,66.64,42.3617761549786,-71.1031295507707,POINT (-71.1031295507707 42.3617761549786)
B1170,2022,157-69,Yes,Non-Residential,1462119,18,3 Kirkland St,1914,266-13,1,College/University,College/University (63661.0),63661,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,429089,1464051.8,10.1,1006,,,,,,,1833977.1,1874200,,5173235,5206547.4,81.3,81.8,8024060.3,8133072.6,126,127.8,324.9,5.1,579.9,9.11,42.37685243005,-71.1171634318823,POINT (-71.1171634318823 42.37685243005)
B1720,2022,90-95,Yes,Non-Residential,82771,,134 Norfolk St,1902,"551-1, 551-2, 551-3",3,Worship Facility,Worship Facility (2000.0),2000,,ROMAN CATHOLIC ARCHBISHOP OF BOSTON,,1,135806.1,463370.3,11237.3,1123733.5,,,,,,,,,,1587103.8,1709969.3,793.6,855,2477357.1,2606365.8,1238.7,1303.2,92.5,46.3,284.4,142.22,42.3674720141318,-71.1004377250688,POINT (-71.1004377250688 42.3674720141318)
B1796,2022,82-8,Yes,Residential,89636,116,1221 Cambridge St,1974,338-15,1,Multifamily Housing,Multifamily Housing (102610.0),102610,116,"INMAN CAST LLC,",C/O HOMEOWNERS REHAB INC.,98,527637.9,1800300.8,21847,2184699.8,,,,,,,,,,3985000.6,3978055.1,38.8,38.8,7334777.1,7315329.6,71.5,71.3,243.6,2.4,3528.3,34.39,42.3736359463751,-71.0975571217032,POINT (-71.0975571217032 42.3736359463751)
B1588,2022,42-97,Yes,Non-Residential,65384,1,210 Broadway,2000,593-1,1,Office,Office (64812.0),64812,,BMR-BROADWAY LLC.,C/O RYAN LLC,41,1306982.5,4459424.7,1426,142600,,,,,,,,,,4602024.7,4653832,71,71.8,12636119.2,12760595.5,195,196.9,323.5,5,213.6,3.3,42.3659244089937,-71.0935127762641,POINT (-71.0935127762641 42.3659244089937)
B1898,2022,18-75,Yes,Municipal,12571,0,59 & 69 First Street,1993,505-2,1,Restaurant,"Restaurant (3215.0),Parking (697.0)",3912,,CAMBRIDGE CITY OF,COMM. DEV.,,,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,42.3690116721712,-71.0781014182006,POINT (-71.0781014182006 42.3690116721712)
B1759,2022,189-104,Yes,Residential,100581,76,1 Whittemore Ave,2016,"17-4, 17-6, 17-8, 17-15, 17-18, 17-21",6,Multifamily Housing,Multifamily Housing (200000.0),200000,68,TYLER COURT LIMITED PARTNERSHIP,,100,1502.1,5125.3,89.6,8961.3,,,,,,,,,,14086.6,14906.8,0.1,0.1,23760.1,24933.7,0.1,0.1,0.8,0,2698.2,13.49,42.398340073037,-71.1340161263515,POINT (-71.1340161263515 42.398340073037)
B1774,2022,128-68,Yes,Residential,123578,120,173 Pleasant Street,2003,681-14,1,Multifamily Housing,"Multifamily Housing (50000.0),Parking (12500.0)",50000,32,PRESIDENT AND FELLOW OF HARVARD COLLEGE,,100,68267.2,232927.6,3008.7,300873.1,,,,,,,,,,533800.7,571108.3,10.7,11.4,968113.9,1000808.7,19.4,20,32.5,0.6,1024.5,20.49,42.3593954946829,-71.1141716221424,POINT (-71.1141716221424 42.3593954946829)
B1263,2022,159-1,Yes,Non-Residential,1223988,1027,25 Harvard Yard,1880,318-17,1,College/University,College/University (77826.0),77826,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,452203.3,1542917.8,,,,,,,,,910929.6,1529370,,3983217.4,4004327,51.2,51.5,6989010.7,7046548.2,89.8,90.5,258.9,3.3,231.9,2.98,42.3743593451077,-71.115491705606,POINT (-71.115491705606 42.3743593451077)
B1356,2022,128-71,Yes,Non-Residential,92612,2,780 Memorial Drive,2002,681-15,1,Laboratory,"Office (17000.0),Laboratory (34000.0),Parking (40000.0)",51000,,MIT 770/784/790 MEMORIAL LLC,,,2572943.7,8778885.1,63594,6359399.9,,,,,,,,,,15138285.1,15516104.1,296.8,304.2,31258248.3,31654958.3,612.9,620.7,972.6,19.1,1237,24.26,42.3593773067797,-71.1147366516393,POINT (-71.1147366516393 42.3593773067797)
B1109,2022,95-72,Yes,Non-Residential,36902,2,149 Sidney Street,1954,707-16,1,Laboratory,Laboratory (37116.0),37116,,"MIT 149 SIDNEY SPE LLC,",,,1527725.2,5212599.2,21469.4,2146943.6,,,,,,,,,,7359542.8,7554311.9,198.3,203.5,16849568.4,17054076,454,459.5,491,13.2,287.2,7.74,42.3592846548401,-71.1042199698906,POINT (-71.1042199698906 42.3592846548401)
B1806,2022,169-4,Yes,Non-Residential,27150,1,0 Garden Street,1761,319-8,1,Worship Facility,"Worship Facility (27342.0),Parking (1500.0)",27342,,CHRIST CHURCH OF CAMBRIDGE,C/O TREASURER,57,61931.6,211310.7,11749.6,1174961.3,,,,,,,,,81451.4,1597582.7,1715682.2,58.4,62.7,2036689.9,2160694.5,74.5,79,77.4,2.8,198.8,7.27,42.375230291647,-71.1207865821191,POINT (-71.1207865821191 42.375230291647)
B1902,2022,156-24,Yes,Residential,31860,38,3 WENDELL ST,2009,214-37,1,Residence Hall/Dormitory,Residence Hall/Dormitory (7226.0),7226,,LESLEY COLLEGE,,93,52305.3,178465.8,853.1,85309.1,,,,,,,,,,263774.8,265639.6,36.5,36.8,589278.7,591236.6,81.5,81.8,17.4,2.4,601.4,83.23,42.3818141499124,-71.1190155023511,POINT (-71.1190155023511 42.3818141499124)
B1376,2022,136-2,Yes,Non-Residential,386737,1,20 Quincy St,1931,333-3,1,Hotel,Hotel (39895.0),39895,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,38,513300.4,1751381.3,7892,789200,,,,,,,1342315.5,2226670,,6109566.8,6126459.4,153.1,153.6,9632810.4,9683727.3,241.5,242.7,384.6,9.6,1251.3,31.36,42.3732476058325,-71.1142721641717,POINT (-71.1142721641717 42.3732476058325)
B1652,2022,140-157,Yes,Non-Residential,36212,,1611 Cambridge Street,1970,302-21,1,Medical Office,"Medical Office (36212.0),Parking (27000.0)",36212,,"ATRIUS HEALTH, INC",,13,589630.1,2011818.3,33798.5,3379848.6,,,,,,,,,,5391666.9,5609764,148.9,154.9,9181932.3,9410934.2,253.6,259.9,322.1,8.9,273.3,7.55,42.3750850443542,-71.1084369996933,POINT (-71.1084369996933 42.3750850443542)
